"","X.1","X","Date","Date_Month","Date_Year","Name_Orig","Survey_ID","Obs","Data","Time","Tide","Notes_Survey","X..dead.inv","X..dead.plant","X.rock.sand","Distance_m","Degrees","Name_Closest","Name_General","Zonation","Site","Exposure","Quad_Type","Ahnfeltiopsis.linearis","Alaria.marginata","Anthopleura.elegantissima","Anthopleura.xanthogrammica","Aplidium.californicum","Aplysilla.glacialis","Archidistoma.ritteri","Balanus.spp.","blue.green.algae","Bornetia.californica","Bossiella.plumosa","Bossiella.schmittii.","Bryopsis.corticulans","bryozoan","Calliarthron.tuberculosum","Callithamnion.pikeanum","Callophyllis.sp_","Chondracanthus.canaliculatus","Chondracanthus.spinosus","Cladophora.columbiana","Cladophora.graminea","Cladophora.sp_","Colpomenia.peregrina","Corallina.vancouveriensis.","Corallina.eatoniana.","Corolla.spectabilis..Pteropod.","Crepipatella.lingulata","crustose.coralline.","Cryptopleura.spp","Cyanobacteria","diatom","Didemnum.carnulentum","Dilsea.californica","Egregia.menziesii","Elasmopus.serricatus","Endocladia.muricata","Erythrophyllum.delesseriodes","Farlowia.mollis","Fredericqia.chiton","Gelidium.spp.","Grateloupia.angusta","Grateloupia.cornea","Halichondria.sp_","Haliclona.spp.","Henricia.leviuscula","Higginsia.sp_","Hildenbrandia.spp.","hydrozoans..brown.","Hymenena.flabelligera","Katharina.tunicata","Lacuna.spp.","Leathesia.spp.","Leptasterias.spp.","Lepidochitona.dentiens","Ligia.sp_","Littorina.keenae.","Littorina.planaxis","Littorina.scutulata","Littorina.sitkana","Lottia.digitalis","Lottia.gigantea","Lottia.scabra","Lottia.pelta","Lottia.sp_","Lottia.strigatella","Maripelta.rotata","Mastocarpus.jardinii","Mastocarpus.papillatus","Mastocarpus.sp_","Mazzaella.affinis","Mazzaella.californica","Mazzaella.flaccida","Mazzaella.parksii","Mazzaella.oregona","Mazzaella.splendens","Microcladia.borealis","Microcladia.coulteri","Mopalia.ciliata","Mopalia.muscosa","Musculus.pygmaeus","Myriogramme.variegata","Mytilus.californianus.","Nemertea..Phylum.worm.","Neogastroclonium.subarticulatum","Neoptilota.hypnoides","Neorhodomela.larix","Nienburgia.sp_","Notoacmea.insessa","Notoacmea.persona","Nucella.canaliculata","Nucella.emarginata","Nucella.sp_","Nuttallina.californica","Odonthalia.floccosa","Ophlitaspongia.pennata","Opuntiella.californica","Osmundea.spectabilis","Pachygrapsus.crassipes","Pagurus.sp_","Petrocelis.phase.","Petrospongium.rugosum","Peyssonnelia.sp_","Phragmatopoma.californica","Phyllochaetopterus.prolifica","Phyllospadix.scouleri","Pisaster.ochraceus","Plocamium.spp.","Pollicipes.polymerus","Polyneura.latissima","Polysiphonia.hendryi","Polysiphonia.pacifica","Polysiphonia.savatieri","Polysiphonia.sp_","Porcellio.americanus","Porphyra.spp.","Porifera.spp.","Prasiola.sp_","Prionitis.lanceolata","Prionitis.sternbergii","Prionitis.sp.","Pterocladiella.caloglossoides","Pterocladia.capillacea","Pugettia.producta","Pugettia.sp_","Rhodymenia.californica","Rhodymenia.pacifica","Rhodymenia.sp_","Scytosiphon.lomentaria","Semibalanus.cariosus","Semibalanus.sp_","Serpula.sp_","Spirorbis.borealis","Strongylocentrotus.droebachiensis","Strongylocentrotus.franciscanus","Strongylocentrotus.purpuratus","Tegula.brunnea","Tegula.funebralis","Tethya.aurantium","Tetraclita.rubescens","Thelepus.crispus","Tonicella.lineata","Trimusculus.reticulatus","tropical.green","tunicate","Ulothrix.flacca","Ulva.spp.","Weeksia.reticulata","YYYY","MM","SEFI_SST_mean","SEFI_SST_anomalies","SEFI_SST_mean.1","SEFI_SST_anom.1","SEFI_SST_mean.2","SEFI_SST_anom.2","SEFI_SST_mean.3","SEFI_SST_anom.3","SEFI_SSS_mean","SEFI_SSS_anomalies","SEFI_SSS_mean.1","SEFI_SSS_anom.1","SEFI_SSS_mean.2","SEFI_SSS_anom.2","SEFI_SSS_mean.3","SEFI_SSS_anom.3","BB_alongshore.winds_mean","BB_alongshore.winds_anomalies","BB_alongshore.winds_mean.1","BB_alongshore.winds_anom.1","BB_alongshore.winds_mean.2","BB.alongshore.winds_anom.2","BB_alongshore.winds_mean.3","BB_alongshore.winds_anom.3","BB_wave.height_means","BB_wave.height_anomalies","BB_wave.height_mean.1","BB_wave.height_anom.1","BB_wave.height_mean.2","BB_wave.height_anom.2","BB_wave.height_mean.3","BB.wave.height_anom.3","chl.a_means","chl.a_anomalies","chl.a_mean.1","chl.a_anom.1","chla.a_mean.2","chl.a_anom.2","chla.a_mean.3","chl.a_anom.3","SLH_means","SLH_anomalies","SLH_mean.1","SLH_anom.1","SLH_mean.2","SLH_anom.2","SLH_mean.3","SLH_anom.3","PDO","PDO.1","PDO.2","PDO.3","SOI","SOI.1","SOI.2","SOI.3","NPGO","NPGO.1","NPGO.2","NPGO.3","BEUTI_37","BEUTI_37.1","BEUTI_37.2","BEUTI_37.3","CUTI_37","CUTI_37.1","CUTI_37.2","CUTI_37.3","air_temp_mean","air_temp_anom","air_temp_mean.1","air_temp_mean.2","air_temp_mean.3"
"715",715,715,"2/13/2011",2,2011,"Q2",1,"SK","y",NA,NA,"y",0,0,0,NA,NA,"","Q2","Q2","Blowhole Peninsula","Semi","Permanent",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011,2,11.46956522,-0.502884135,11.7962963,-0.17829349,12.40869565,0.074945773,12.51666667,-0.5156054,33.12521739,0.257721051,32.9637037,0.053587655,33.16652174,-0.168661738,33.41133333,-0.013121201,-3.976789478,-2.147664859,-2.948802898,-2.533314145,1.00499195,1.836202613,-5.264702544,-2.800662799,NA,NA,NA,NA,1.9465625,-0.718245974,2.490756259,0.110048693,3.534062625,1.853174315,1.761392212,0.279196252,1.052608734,-0.339017368,2.817638754,0.597901456,0.485791522,-0.050845809,0.513386922,-0.042512294,0.501449005,-0.053086609,0.500662346,-0.042112614,-0.83,-0.92,-1.21,-0.82,4.7,4.2,5.2,2.4,0.54944886,0.32143704,0.77962672,0.98803369,6.293214286,5.126580645,-3.140774194,5.624866667,0.514714286,0.471677419,-0.249354839,0.626066667,10.9,-2.1,11.6,12.1,12.7
"716",716,716,"2/13/2011",2,2011,"Q3",1,"SK","y",NA,NA,"y",0,0,1,NA,NA,"","Q3","Q3","Blowhole Peninsula","Full","Permanent",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,1,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011,2,11.46956522,-0.502884135,11.7962963,-0.17829349,12.40869565,0.074945773,12.51666667,-0.5156054,33.12521739,0.257721051,32.9637037,0.053587655,33.16652174,-0.168661738,33.41133333,-0.013121201,-3.976789478,-2.147664859,-2.948802898,-2.533314145,1.00499195,1.836202613,-5.264702544,-2.800662799,NA,NA,NA,NA,1.9465625,-0.718245974,2.490756259,0.110048693,3.534062625,1.853174315,1.761392212,0.279196252,1.052608734,-0.339017368,2.817638754,0.597901456,0.485791522,-0.050845809,0.513386922,-0.042512294,0.501449005,-0.053086609,0.500662346,-0.042112614,-0.83,-0.92,-1.21,-0.82,4.7,4.2,5.2,2.4,0.54944886,0.32143704,0.77962672,0.98803369,6.293214286,5.126580645,-3.140774194,5.624866667,0.514714286,0.471677419,-0.249354839,0.626066667,10.9,-2.1,11.6,12.1,12.7
"717",717,717,"2/14/2011",2,2011,"LOAR_HI",1,"SK","y",NA,NA,"y",0,0,22,4.84,79,"Q16","LOAR","LOAR","Low Arch","Semi","Random",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,9,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011,2,11.46956522,-0.502884135,11.7962963,-0.17829349,12.40869565,0.074945773,12.51666667,-0.5156054,33.12521739,0.257721051,32.9637037,0.053587655,33.16652174,-0.168661738,33.41133333,-0.013121201,-3.976789478,-2.147664859,-2.948802898,-2.533314145,1.00499195,1.836202613,-5.264702544,-2.800662799,NA,NA,NA,NA,1.9465625,-0.718245974,2.490756259,0.110048693,3.534062625,1.853174315,1.761392212,0.279196252,1.052608734,-0.339017368,2.817638754,0.597901456,0.485791522,-0.050845809,0.513386922,-0.042512294,0.501449005,-0.053086609,0.500662346,-0.042112614,-0.83,-0.92,-1.21,-0.82,4.7,4.2,5.2,2.4,0.54944886,0.32143704,0.77962672,0.98803369,6.293214286,5.126580645,-3.140774194,5.624866667,0.514714286,0.471677419,-0.249354839,0.626066667,10.9,-2.1,11.6,12.1,12.7
"718",718,718,"2/14/2011",2,2011,"LOAR_LO",1,"SK","y",NA,NA,"y",0,3,0,1.64,164,"Q18","LOAR","LOAR","Low Arch","Unk","Random",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011,2,11.46956522,-0.502884135,11.7962963,-0.17829349,12.40869565,0.074945773,12.51666667,-0.5156054,33.12521739,0.257721051,32.9637037,0.053587655,33.16652174,-0.168661738,33.41133333,-0.013121201,-3.976789478,-2.147664859,-2.948802898,-2.533314145,1.00499195,1.836202613,-5.264702544,-2.800662799,NA,NA,NA,NA,1.9465625,-0.718245974,2.490756259,0.110048693,3.534062625,1.853174315,1.761392212,0.279196252,1.052608734,-0.339017368,2.817638754,0.597901456,0.485791522,-0.050845809,0.513386922,-0.042512294,0.501449005,-0.053086609,0.500662346,-0.042112614,-0.83,-0.92,-1.21,-0.82,4.7,4.2,5.2,2.4,0.54944886,0.32143704,0.77962672,0.98803369,6.293214286,5.126580645,-3.140774194,5.624866667,0.514714286,0.471677419,-0.249354839,0.626066667,10.9,-2.1,11.6,12.1,12.7
"719",719,719,"2/14/2011",2,2011,"LOAR_MD",1,"SK","y",NA,NA,"y",2,0,14,2.92,30,"Q17","LOAR","LOAR","Low Arch","Semi","Random",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,8,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2011,2,11.46956522,-0.502884135,11.7962963,-0.17829349,12.40869565,0.074945773,12.51666667,-0.5156054,33.12521739,0.257721051,32.9637037,0.053587655,33.16652174,-0.168661738,33.41133333,-0.013121201,-3.976789478,-2.147664859,-2.948802898,-2.533314145,1.00499195,1.836202613,-5.264702544,-2.800662799,NA,NA,NA,NA,1.9465625,-0.718245974,2.490756259,0.110048693,3.534062625,1.853174315,1.761392212,0.279196252,1.052608734,-0.339017368,2.817638754,0.597901456,0.485791522,-0.050845809,0.513386922,-0.042512294,0.501449005,-0.053086609,0.500662346,-0.042112614,-0.83,-0.92,-1.21,-0.82,4.7,4.2,5.2,2.4,0.54944886,0.32143704,0.77962672,0.98803369,6.293214286,5.126580645,-3.140774194,5.624866667,0.514714286,0.471677419,-0.249354839,0.626066667,10.9,-2.1,11.6,12.1,12.7
"720",720,720,"2/14/2011",2,2011,"MUFL_HI",1,"SK","y",NA,NA,"y",1,10,40,2.63,164,"Q103","MUFL","MUFL","Mussel Flat","Protected","Random",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2011,2,11.46956522,-0.502884135,11.7962963,-0.17829349,12.40869565,0.074945773,12.51666667,-0.5156054,33.12521739,0.257721051,32.9637037,0.053587655,33.16652174,-0.168661738,33.41133333,-0.013121201,-3.976789478,-2.147664859,-2.948802898,-2.533314145,1.00499195,1.836202613,-5.264702544,-2.800662799,NA,NA,NA,NA,1.9465625,-0.718245974,2.490756259,0.110048693,3.534062625,1.853174315,1.761392212,0.279196252,1.052608734,-0.339017368,2.817638754,0.597901456,0.485791522,-0.050845809,0.513386922,-0.042512294,0.501449005,-0.053086609,0.500662346,-0.042112614,-0.83,-0.92,-1.21,-0.82,4.7,4.2,5.2,2.4,0.54944886,0.32143704,0.77962672,0.98803369,6.293214286,5.126580645,-3.140774194,5.624866667,0.514714286,0.471677419,-0.249354839,0.626066667,10.9,-2.1,11.6,12.1,12.7
"721",721,721,"2/14/2011",2,2011,"MUFL_MD",1,"JR","y",NA,NA,"y",3,0,9,0.21,350,"Q22","MUFL","MUFL","Mussel Flat","Protected","Random",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,2,0,2011,2,11.46956522,-0.502884135,11.7962963,-0.17829349,12.40869565,0.074945773,12.51666667,-0.5156054,33.12521739,0.257721051,32.9637037,0.053587655,33.16652174,-0.168661738,33.41133333,-0.013121201,-3.976789478,-2.147664859,-2.948802898,-2.533314145,1.00499195,1.836202613,-5.264702544,-2.800662799,NA,NA,NA,NA,1.9465625,-0.718245974,2.490756259,0.110048693,3.534062625,1.853174315,1.761392212,0.279196252,1.052608734,-0.339017368,2.817638754,0.597901456,0.485791522,-0.050845809,0.513386922,-0.042512294,0.501449005,-0.053086609,0.500662346,-0.042112614,-0.83,-0.92,-1.21,-0.82,4.7,4.2,5.2,2.4,0.54944886,0.32143704,0.77962672,0.98803369,6.293214286,5.126580645,-3.140774194,5.624866667,0.514714286,0.471677419,-0.249354839,0.626066667,10.9,-2.1,11.6,12.1,12.7
"722",722,722,"2/14/2011",2,2011,"MUFL_MD",2,"JR","y",NA,NA,"y",0,0,1,3.28,317,"Q20","MUFL","MUFL","Mussel Flat","Protected","Random",0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,2011,2,11.46956522,-0.502884135,11.7962963,-0.17829349,12.40869565,0.074945773,12.51666667,-0.5156054,33.12521739,0.257721051,32.9637037,0.053587655,33.16652174,-0.168661738,33.41133333,-0.013121201,-3.976789478,-2.147664859,-2.948802898,-2.533314145,1.00499195,1.836202613,-5.264702544,-2.800662799,NA,NA,NA,NA,1.9465625,-0.718245974,2.490756259,0.110048693,3.534062625,1.853174315,1.761392212,0.279196252,1.052608734,-0.339017368,2.817638754,0.597901456,0.485791522,-0.050845809,0.513386922,-0.042512294,0.501449005,-0.053086609,0.500662346,-0.042112614,-0.83,-0.92,-1.21,-0.82,4.7,4.2,5.2,2.4,0.54944886,0.32143704,0.77962672,0.98803369,6.293214286,5.126580645,-3.140774194,5.624866667,0.514714286,0.471677419,-0.249354839,0.626066667,10.9,-2.1,11.6,12.1,12.7
"723",723,723,"2/14/2011",2,2011,"MUFL_MD",3,"SK","y",NA,NA,"y",22,0,14,0.29,324,"Q19","MUFL","MUFL","Mussel Flat","Protected","Random",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,2011,2,11.46956522,-0.502884135,11.7962963,-0.17829349,12.40869565,0.074945773,12.51666667,-0.5156054,33.12521739,0.257721051,32.9637037,0.053587655,33.16652174,-0.168661738,33.41133333,-0.013121201,-3.976789478,-2.147664859,-2.948802898,-2.533314145,1.00499195,1.836202613,-5.264702544,-2.800662799,NA,NA,NA,NA,1.9465625,-0.718245974,2.490756259,0.110048693,3.534062625,1.853174315,1.761392212,0.279196252,1.052608734,-0.339017368,2.817638754,0.597901456,0.485791522,-0.050845809,0.513386922,-0.042512294,0.501449005,-0.053086609,0.500662346,-0.042112614,-0.83,-0.92,-1.21,-0.82,4.7,4.2,5.2,2.4,0.54944886,0.32143704,0.77962672,0.98803369,6.293214286,5.126580645,-3.140774194,5.624866667,0.514714286,0.471677419,-0.249354839,0.626066667,10.9,-2.1,11.6,12.1,12.7
"724",724,724,"2/14/2011",2,2011,"Q102",1,"SK","y",NA,NA,"y",0,15,11,NA,NA,"","Q102","Q102","Mussel Flat","Protected","Permanent",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,8,0,0,0,16,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2011,2,11.46956522,-0.502884135,11.7962963,-0.17829349,12.40869565,0.074945773,12.51666667,-0.5156054,33.12521739,0.257721051,32.9637037,0.053587655,33.16652174,-0.168661738,33.41133333,-0.013121201,-3.976789478,-2.147664859,-2.948802898,-2.533314145,1.00499195,1.836202613,-5.264702544,-2.800662799,NA,NA,NA,NA,1.9465625,-0.718245974,2.490756259,0.110048693,3.534062625,1.853174315,1.761392212,0.279196252,1.052608734,-0.339017368,2.817638754,0.597901456,0.485791522,-0.050845809,0.513386922,-0.042512294,0.501449005,-0.053086609,0.500662346,-0.042112614,-0.83,-0.92,-1.21,-0.82,4.7,4.2,5.2,2.4,0.54944886,0.32143704,0.77962672,0.98803369,6.293214286,5.126580645,-3.140774194,5.624866667,0.514714286,0.471677419,-0.249354839,0.626066667,10.9,-2.1,11.6,12.1,12.7
"725",725,725,"2/14/2011",2,2011,"Q16",1,"SK","y",NA,NA,"y",0,1,18,NA,NA,"","Q16","Q16","Low Arch","Semi","Permanent",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011,2,11.46956522,-0.502884135,11.7962963,-0.17829349,12.40869565,0.074945773,12.51666667,-0.5156054,33.12521739,0.257721051,32.9637037,0.053587655,33.16652174,-0.168661738,33.41133333,-0.013121201,-3.976789478,-2.147664859,-2.948802898,-2.533314145,1.00499195,1.836202613,-5.264702544,-2.800662799,NA,NA,NA,NA,1.9465625,-0.718245974,2.490756259,0.110048693,3.534062625,1.853174315,1.761392212,0.279196252,1.052608734,-0.339017368,2.817638754,0.597901456,0.485791522,-0.050845809,0.513386922,-0.042512294,0.501449005,-0.053086609,0.500662346,-0.042112614,-0.83,-0.92,-1.21,-0.82,4.7,4.2,5.2,2.4,0.54944886,0.32143704,0.77962672,0.98803369,6.293214286,5.126580645,-3.140774194,5.624866667,0.514714286,0.471677419,-0.249354839,0.626066667,10.9,-2.1,11.6,12.1,12.7
"726",726,726,"2/14/2011",2,2011,"Q17",1,"SK","y",NA,NA,"y",0,1,0,NA,NA,"","Q17","Q17","Low Arch","Semi","Permanent",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011,2,11.46956522,-0.502884135,11.7962963,-0.17829349,12.40869565,0.074945773,12.51666667,-0.5156054,33.12521739,0.257721051,32.9637037,0.053587655,33.16652174,-0.168661738,33.41133333,-0.013121201,-3.976789478,-2.147664859,-2.948802898,-2.533314145,1.00499195,1.836202613,-5.264702544,-2.800662799,NA,NA,NA,NA,1.9465625,-0.718245974,2.490756259,0.110048693,3.534062625,1.853174315,1.761392212,0.279196252,1.052608734,-0.339017368,2.817638754,0.597901456,0.485791522,-0.050845809,0.513386922,-0.042512294,0.501449005,-0.053086609,0.500662346,-0.042112614,-0.83,-0.92,-1.21,-0.82,4.7,4.2,5.2,2.4,0.54944886,0.32143704,0.77962672,0.98803369,6.293214286,5.126580645,-3.140774194,5.624866667,0.514714286,0.471677419,-0.249354839,0.626066667,10.9,-2.1,11.6,12.1,12.7
"727",727,727,"2/14/2011",2,2011,"Q18",1,"SK","y",NA,NA,"y",1,2,18,NA,NA,"","Q18","Q18","Low Arch","Semi","Permanent",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,26,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2011,2,11.46956522,-0.502884135,11.7962963,-0.17829349,12.40869565,0.074945773,12.51666667,-0.5156054,33.12521739,0.257721051,32.9637037,0.053587655,33.16652174,-0.168661738,33.41133333,-0.013121201,-3.976789478,-2.147664859,-2.948802898,-2.533314145,1.00499195,1.836202613,-5.264702544,-2.800662799,NA,NA,NA,NA,1.9465625,-0.718245974,2.490756259,0.110048693,3.534062625,1.853174315,1.761392212,0.279196252,1.052608734,-0.339017368,2.817638754,0.597901456,0.485791522,-0.050845809,0.513386922,-0.042512294,0.501449005,-0.053086609,0.500662346,-0.042112614,-0.83,-0.92,-1.21,-0.82,4.7,4.2,5.2,2.4,0.54944886,0.32143704,0.77962672,0.98803369,6.293214286,5.126580645,-3.140774194,5.624866667,0.514714286,0.471677419,-0.249354839,0.626066667,10.9,-2.1,11.6,12.1,12.7
"728",728,728,"2/14/2011",2,2011,"Q19",1,"SK","y",NA,NA,"y",8,0,4,NA,NA,"","Q19","Q19","Mussel Flat","Protected","Permanent",0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,16,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,2011,2,11.46956522,-0.502884135,11.7962963,-0.17829349,12.40869565,0.074945773,12.51666667,-0.5156054,33.12521739,0.257721051,32.9637037,0.053587655,33.16652174,-0.168661738,33.41133333,-0.013121201,-3.976789478,-2.147664859,-2.948802898,-2.533314145,1.00499195,1.836202613,-5.264702544,-2.800662799,NA,NA,NA,NA,1.9465625,-0.718245974,2.490756259,0.110048693,3.534062625,1.853174315,1.761392212,0.279196252,1.052608734,-0.339017368,2.817638754,0.597901456,0.485791522,-0.050845809,0.513386922,-0.042512294,0.501449005,-0.053086609,0.500662346,-0.042112614,-0.83,-0.92,-1.21,-0.82,4.7,4.2,5.2,2.4,0.54944886,0.32143704,0.77962672,0.98803369,6.293214286,5.126580645,-3.140774194,5.624866667,0.514714286,0.471677419,-0.249354839,0.626066667,10.9,-2.1,11.6,12.1,12.7
